anyo,trimestre,barrio,barrio_URI,num_viviendas,metros_2,dormitorios,banyos,renta_min,renta_media,renta_max,euros_m2,desv_tipica
2018,2,Altozano-Conde Lumiares,Q5855261,32,92,2.6,1.4,400,533,660,5.8,73
2018,2,Els Àngels,Q9024383,33,88,2.6,1.5,320,498,700,5.6,99
2018,2,San Agustín (Alicante),Q9073289,3,87,2.7,1.3,275,425,600,4.9,134
2018,2,Sidi Ifni-Nuevo Alicante,Q6127455,7,96,2.8,1.6,370,546,725,5.7,110
2018,2,Benalua,Q8246192,39,87,2.5,1.3,400,552,800,6.4,100
2018,2,Alipark,Q8195638,14,81,2.4,1.2,400,533,600,6.5,62
2018,2,San Fernando-Princesa Mercedes,Q6118706,10,87,3,1.1,400,495,650,5.7,78
2018,2,Florida Alta,Q5863207,20,87,2.9,1.4,360,466,630,5.3,73
2018,2,Florida Baixa,Q5555553,17,87,2.8,1.3,365,527,675,6,88
2018,2,Asis,Q5770765,17,93,3.1,1.6,400,501,650,5.4,75
2018,2,Polígono Babel,Q18005830,26,98,3.2,1.7,430,605,750,6.2,89
2018,2,San Gabriel National Forest,Q7414207,15,111,3.1,1.9,400,659,795,5.9,116
2018,2,Pla del Bon Repòs,Q9060237,36,80,2.4,1.1,375,497,700,6.2,80
2018,2,Carolinas Altas,Q5199022,43,82,2.6,1.1,350,467,650,5.7,59
2018,2,Carolinas Bajas,Q8339426,29,75,2,1.1,300,471,625,6.3,82
2018,2,Tómbola,Q6154605,5,80,2.2,1.6,300,495,650,6.2,135
2018,2,Joan XXIII,Q5952905,3,88,3.3,1.3,430,460,500,5.2,29
2018,2,Virgen del Remedio,Q6163619,9,82,2.9,1.2,300,389,520,4.8,81
2018,2,Lo Morant-San Nicolás de Bari,Q5852070,3,93,3,1.7,500,600,651,6.4,71
2018,2,Joan XXIII,Q5952905,4,93,3.5,1.5,300,348,400,3.7,36
2018,2,Vistahermosa,Q6163998,15,117,2.6,1.7,600,1016,1600,8.7,363
2018,2,l'Albufereta,Q11482271,33,75,2,1.3,420,663,1100,8.9,180
2018,2,Cabo de las Huertas,Q8254541,18,98,2.4,1.7,350,883,1500,9,349
2018,2,San Juan Playa,Q9060728,116,94,2.4,1.7,350,810,1300,8.7,213
2018,2,Gran Via Sur,Q6082182,12,116,3.1,1.9,550,713,850,6.1,98
2018,2,Benissa,Q1649406,11,99,2.9,1.8,380,585,700,5.9,89
2018,2,Garbinet,Q8963455,26,100,2.7,1.8,500,646,800,6.5,78
2018,2,international peace,Q114246474,11,99,2.6,2,600,670,800,6.7,60
2018,2,Plaza Juan Pablo II,Q136523625,6,103,3,1.8,600,650,750,6.3,58
2018,2,Villafranqueza,Q9094009,7,87,2.4,1.6,325,475,600,5.5,101
2018,2,Urbanova,Q125359431,5,102,3.2,2,550,596,650,5.8,33
2018,2,Agua Amarga,Q28121278,2,110,3,2,900,1050,1200,9.5,150
2018,2,Tombola,Q28712031,2,85,3,1,370,385,400,4.5,15
2018,3,Agua Amarga,Q28121278,6,81,2,1.5,500,650,900,8.1,180
2018,3,Alipark,Q8195638,20,94,2.9,1.2,350,590,800,6.3,105
2018,3,Altozano-Conde Lumiares,Q5855261,32,98,3.1,1.6,350,546,750,5.6,123
2018,3,Benalua,Q8246192,52,94,2.5,1.4,350,600,950,6.4,160
2018,3,Benissa,Q1649406,11,98,3.2,1.9,500,595,700,6.1,54
2018,3,Cabo de las Huertas,Q8254541,61,88,2.3,1.6,440,749,1200,8.5,201
2018,3,Campoamor,Q8261229,42,84,2.7,1.4,390,542,700,6.4,74
2018,3,Carolinas Altas,Q5199022,46,87,2.6,1.3,375,514,650,5.9,86
2018,3,Carolinas Bajas,Q8339426,62,76,2.3,1.2,350,508,700,6.7,101
2018,3,Old town-Santa Cruz,Q8341907,75,93,2.4,1.5,305,719,1200,7.7,227
2018,3,Old town-Santa Cruz,Q8341907,113,92,2.4,1.5,300,711,1250,7.7,225
2018,3,Asis,Q5770765,8,78,2.4,1.3,375,425,500,5.4,49
2018,3,El Palmeral-Urbanova-Tabarca,Q5669909,8,125,3.3,2,650,699,750,5.6,43
2018,3,Ensanche Diputación,Q5834070,173,104,2.8,1.6,350,766,1300,7.4,223
2018,3,Florida Alta,Q5863207,28,89,2.8,1.1,385,469,550,5.3,41
2018,3,Florida Baixa,Q5555553,20,94,2.9,1.3,430,541,700,5.8,75
2018,3,Garbinet,Q8963455,3,67,2,1.3,390,493,700,7.4,146
2018,3,Garbinet,Q8963455,24,102,2.7,1.9,500,686,825,6.8,83
2018,3,Gran Via Sur,Q6082182,12,106,2.7,2,530,694,850,6.5,106
2018,3,Joan XXIII,Q5952905,3,95,3.3,1.3,450,493,530,5.2,33
2018,3,Joan XXIII,Q5952905,2,107,4,2,380,385,390,3.6,5
2018,3,l'Albufereta,Q11482271,72,76,1.9,1.4,300,641,1000,8.4,166
2018,3,Els Àngels,Q9024383,24,97,2.9,1.6,400,536,700,5.5,91
2018,3,Mercado,Q3117833,90,97,2.6,1.5,350,700,1100,7.2,175
2018,3,international peace,Q114246474,17,111,2.9,2,550,748,900,6.7,93
2018,3,Plaza Juan Pablo II,Q136523625,9,95,3.1,2,550,657,800,6.9,79
2018,3,Pla del Bon Repòs,Q9060237,41,89,2.8,1.2,360,529,750,5.9,96
2018,3,San Juan Playa,Q9060728,194,82,2.2,1.5,375,723,1100,8.8,177
2018,3,Polígono Babel,Q18005830,40,97,2.8,1.7,350,634,950,6.5,127
2018,3,Polígono San Blas,Q9061569,11,88,2.7,1.5,390,555,700,6.3,89
2018,3,opening hours,Q99518990,3,96,3,1.7,450,583,700,6.1,103
2018,3,Raval Roig,Q9066754,8,85,2,1.1,550,649,800,7.6,93
2018,3,San Agustín (Alicante),Q9073289,4,85,3,1.5,400,538,650,6.3,114
2018,3,San Antón,Q2917775,20,77,2.2,1.4,345,575,850,7.5,120
2018,3,San Blas-Santo Domingo,Q4897331,82,90,2.6,1.4,350,576,850,6.4,109
2018,3,San Fernando-Princesa Mercedes,Q6118706,17,85,2.8,1.4,350,509,650,6,91
2018,3,San Gabriel National Forest,Q7414207,15,105,3.1,1.7,350,633,900,6,138
2018,3,Sidi Ifni-Nuevo Alicante,Q6127455,4,84,2.5,1,380,480,550,5.7,62
2018,3,Tómbola,Q6154605,3,99,3.3,1.3,450,543,680,5.5,99
2018,3,Urbanova,Q125359431,9,77,2,1.4,470,530,575,6.9,32
2018,3,Villafranqueza,Q9094009,7,91,2.4,1.7,350,473,600,5.2,87
2018,3,Virgen del Remedio,Q6163619,15,86,3.1,1.2,300,379,500,4.4,61
2018,3,Vistahermosa,Q6163998,10,116,2.6,1.9,450,832,1200,7.2,228
2018,4,Agua Amarga,Q28121278,7,73,1.7,1.4,450,611,900,8.4,187
2018,4,Alipark,Q8195638,14,79,2.7,1.2,400,514,650,6.5,88
2018,4,Altozano-Conde Lumiares,Q5855261,33,90,2.9,1.6,300,547,790,6.1,131
2018,4,Benalua,Q8246192,80,97,2.7,1.5,380,637,1100,6.6,157
2018,4,Benissa,Q1649406,18,103,2.9,1.9,560,656,790,6.4,66
2018,4,Cabo de las Huertas,Q8254541,88,92,2.3,1.5,390,777,1200,8.5,189
2018,4,Campoamor,Q8261229,75,85,2.6,1.4,350,553,780,6.5,96
2018,4,Carolinas Altas,Q5199022,56,86,2.6,1.2,350,483,625,5.6,61
2018,4,Carolinas Bajas,Q8339426,85,81,2.2,1.2,300,506,700,6.3,95
2018,4,Old town-Santa Cruz,Q8341907,48,80,1.9,1.3,300,630,1200,7.9,197
2018,4,Old town-Santa Cruz,Q8341907,240,98,2.5,1.6,340,793,1490,8.1,244
2018,4,Asis,Q5770765,17,76,2.5,1.2,390,479,650,6.3,76
2018,4,El Palmeral-Urbanova-Tabarca,Q5669909,10,102,2.5,1.8,500,763,1200,7.5,242
2018,4,Ensanche Diputación,Q5834070,139,102,2.7,1.6,380,785,1350,7.7,218
2018,4,Florida Alta,Q5863207,21,88,2.8,1.1,385,476,700,5.4,70
2018,4,Florida Baixa,Q5555553,23,84,2.7,1.2,400,500,600,5.9,66
2018,4,Garbinet,Q8963455,5,90,2,1.6,225,565,850,6.3,247
2018,4,Garbinet,Q8963455,36,103,2.8,1.8,500,713,900,6.9,107
2018,4,Gran Via Sur,Q6082182,15,107,3,1.9,480,688,900,6.4,95
2018,4,Joan XXIII,Q5952905,7,90,3,1.1,350,429,530,4.8,52
2018,4,l'Albufereta,Q11482271,104,88,2.2,1.5,395,721,1100,8.2,163
2018,4,Sangueta,Q48781453,3,73,3,1,460,490,550,6.7,42
2018,4,Els Àngels,Q9024383,26,89,2.8,1.5,350,503,650,5.7,76
2018,4,Mercado,Q3117833,89,97,2.7,1.6,375,721,1100,7.4,149
2018,4,international peace,Q114246474,22,104,2.5,2,550,707,800,6.8,64
2018,4,Plaza Juan Pablo II,Q136523625,13,114,3.1,2,600,745,850,6.5,80
2018,4,Pla del Bon Repòs,Q9060237,50,78,2.5,1.1,325,496,700,6.4,88
2018,4,San Juan Playa,Q9060728,209,93,2.2,1.6,400,786,1250,8.5,194
2018,4,Polígono Babel,Q18005830,33,106,2.7,1.8,450,685,1100,6.5,131
2018,4,Polígono San Blas,Q9061569,38,98,2.8,1.7,380,644,820,6.6,118
2018,4,Raval Roig,Q9066754,12,78,1.8,1.3,450,657,1000,8.4,185
2018,4,San Agustín (Alicante),Q9073289,8,73,2.4,1,390,474,650,6.5,91
2018,4,San Antón,Q2917775,29,79,2.1,1.1,365,568,800,7.2,108
2018,4,San Blas-Santo Domingo,Q4897331,81,96,2.7,1.6,400,649,900,6.8,143
2018,4,San Agustín (Alicante),Q9073289,2,63,3,1,350,375,400,6,25
2018,4,San Fernando-Princesa Mercedes,Q6118706,17,82,2.6,1.1,380,493,650,6,83
2018,4,San Gabriel National Forest,Q7414207,26,101,2.7,1.5,375,616,790,6.1,124
2018,4,Santa Faz,Q10879280,2,103,3,2,600,950,1300,9.3,350
2018,4,Sidi Ifni-Nuevo Alicante,Q6127455,3,67,2,1,400,417,450,6.2,24
2018,4,Tómbola,Q6154605,8,95,3,2,500,578,650,6.1,49
2018,4,Urbanova,Q125359431,8,83,2.3,1.3,450,594,750,7.1,87
2018,4,Villafranqueza,Q9094009,18,86,2.6,1.6,280,484,600,5.6,108
2018,4,Virgen del Remedio,Q6163619,15,85,3.1,1.1,300,356,450,4.2,50
2018,4,Vistahermosa,Q6163998,27,94,2.5,1.6,300,700,1000,7.4,191
2019,1,Agua Amarga,Q28121278,6,59,1.7,1.5,500,535,600,9.1,38
2019,1,Alipark,Q8195638,16,89,2.7,1.2,400,561,725,6.3,99
2019,1,Altozano-Conde Lumiares,Q5855261,28,89,2.9,1.3,395,540,660,6.1,69
2019,1,Benalua,Q8246192,72,94,2.8,1.4,400,620,1000,6.6,145
2019,1,Benissa,Q1649406,5,91,2.4,1.8,465,619,790,6.8,113
2019,1,Cabo de las Huertas,Q8254541,67,97,2.5,1.5,440,801,1400,8.3,176
2019,1,Campoamor,Q8261229,57,87,2.7,1.3,350,525,690,6,74
2019,1,Carolinas Altas,Q5199022,51,85,2.7,1.2,350,507,700,6,71
2019,1,Carolinas Bajas,Q8339426,89,85,2.3,1.2,380,534,700,6.3,79
2019,1,Old town-Santa Cruz,Q8341907,36,78,2,1.4,370,679,1200,8.7,221
2019,1,Old town-Santa Cruz,Q8341907,64,90,2.5,1.6,325,748,1350,8.3,214
2019,1,Asis,Q5770765,20,93,2.2,1.4,350,480,650,5.1,94
2019,1,El Palmeral-Urbanova-Tabarca,Q5669909,11,108,2.8,1.9,450,629,700,5.8,67
2019,1,Ensanche Diputación,Q5834070,154,100,2.7,1.7,390,776,1300,7.8,197
2019,1,Florida Alta,Q5863207,22,86,2.8,1.2,400,518,650,6,62
2019,1,Florida Baixa,Q5555553,17,92,2.7,1.1,380,517,650,5.6,87
2019,1,Garbinet,Q8963455,34,106,2.8,1.9,550,739,950,7,101
2019,1,Gran Via Sur,Q6082182,13,112,2.8,1.9,575,707,900,6.3,82
2019,1,Joan XXIII,Q5952905,14,93,3.6,1.6,350,501,600,5.4,100
2019,1,Joan XXIII,Q5952905,11,87,2.5,1.2,270,555,900,6.4,192
2019,1,l'Albufereta,Q11482271,62,86,2.2,1.6,370,697,1000,8.1,157
2019,1,Els Àngels,Q9024383,24,86,2.5,1.3,325,469,600,5.5,65
2019,1,Mercado,Q3117833,77,95,2.6,1.5,320,665,1000,7,147
2019,1,international peace,Q114246474,10,94,2.7,1.9,550,705,850,7.5,111
2019,1,Plaza Juan Pablo II,Q136523625,6,109,2.8,2,650,674,700,6.2,24
2019,1,Pla del Bon Repòs,Q9060237,55,76,2.6,1.2,350,498,650,6.5,68
2019,1,San Juan Playa,Q9060728,154,92,2.3,1.7,450,799,1250,8.7,192
2019,1,Polígono Babel,Q18005830,33,120,3,1.9,450,712,1000,5.9,109
2019,1,Polígono San Blas,Q9061569,11,89,2.9,1.5,460,596,725,6.7,88
2019,1,Raval Roig,Q9066754,20,91,2.2,1.4,530,698,1000,7.7,168
2019,1,San Agustín (Alicante),Q9073289,5,88,2.3,1.3,450,520,600,5.9,51
2019,1,San Antón,Q2917775,21,74,2.1,1.4,345,581,800,7.8,126
2019,1,San Blas-Santo Domingo,Q4897331,77,90,2.7,1.6,420,649,900,7.2,118
2019,1,San Fernando-Princesa Mercedes,Q6118706,24,80,2.9,1.1,400,466,595,5.8,54
2019,1,San Gabriel National Forest,Q7414207,13,103,2.8,1.7,400,626,800,6.1,121
2019,1,Sidi Ifni-Nuevo Alicante,Q6127455,9,81,2.7,1,430,511,660,6.3,69
2019,1,Tómbola,Q6154605,8,81,2.3,1.7,450,516,650,6.3,64
2019,1,Urbanova,Q125359431,7,85,2.1,1.3,500,640,750,7.5,92
2019,1,Villafranqueza,Q9094009,10,97,2.6,2,360,511,600,5.3,68
2019,1,Virgen del Remedio,Q6163619,18,81,3.1,1,300,377,480,4.7,47
2019,1,Vistahermosa,Q6163998,7,102,2.4,1.6,550,736,1000,7.2,153
2019,2,Agua Amarga,Q28121278,4,64,1.5,1.3,500,638,800,9.9,108
2019,2,Alipark,Q8195638,15,88,2.5,1.3,400,556,750,6.3,126
2019,2,Altozano-Conde Lumiares,Q5855261,27,86,2.7,1.3,350,516,680,6,88
2019,2,Benalua,Q8246192,56,90,2.6,1.5,400,638,900,7.1,142
2019,2,Benissa,Q1649406,5,108,3,2,515,607,701,5.6,64
2019,2,Cabo de las Huertas,Q8254541,35,93,2.4,1.5,350,935,1600,10,360
2019,2,Campoamor,Q8261229,42,88,2.6,1.3,400,548,700,6.3,89
2019,2,Carolinas Altas,Q5199022,48,80,2.5,1.1,350,464,600,5.8,69
2019,2,Carolinas Bajas,Q8339426,41,84,2.3,1.4,350,558,800,6.7,122
2019,2,Old town-Santa Cruz,Q8341907,25,90,1.9,1.4,380,819,1500,9.1,397
2019,2,Center,Q5760971,98,103,2.8,1.7,500,806,1200,7.9,152
2019,2,Old town-Santa Cruz,Q8341907,40,97,2.6,1.7,390,814,1400,8.4,274
2019,2,Asis,Q5770765,11,83,2.8,1.1,390,475,550,5.7,50
2019,2,Colonia Requena,Q5777835,4,64,3,1,320,355,400,5.6,29
2019,2,El Palmeral-Urbanova-Tabarca,Q5669909,7,122,3.5,2,600,807,1000,6.6,150
2019,2,Ensanche Diputación,Q5834070,99,104,2.9,1.7,500,778,1150,7.5,151
2019,2,Florida Alta,Q5863207,13,93,2.5,1.2,380,496,599,5.3,50
2019,2,Florida Baixa,Q5555553,14,86,2.4,1.1,375,498,600,5.8,55
2019,2,Garbinet,Q8963455,24,108,2.9,1.9,525,736,950,6.8,99
2019,2,Joan XXIII,Q5952905,7,80,3,1.1,250,367,450,4.6,64
2019,2,l'Albufereta,Q11482271,33,84,2.3,1.5,500,719,950,8.6,94
2019,2,La Goteta,Q28502683,2,74,2,1,425,463,500,6.3,38
2019,2,Els Àngels,Q9024383,32,87,2.7,1.5,350,540,700,6.2,101
2019,2,Mercado,Q3117833,45,78,2.2,1.4,450,656,950,8.4,143
2019,2,Plaza Juan Pablo II,Q136523625,5,98,3,2,600,684,750,7,69
2019,2,Pla del Bon Repòs,Q9060237,32,87,2.6,1.2,400,554,750,6.4,101
2019,2,San Juan Playa,Q9060728,118,102,2.4,1.7,480,906,1450,8.9,262
2019,2,Polígono Babel,Q18005830,23,111,2.9,1.9,500,674,850,6.1,90
2019,2,Polígono San Blas,Q9061569,26,100,3.3,1.9,500,688,850,6.8,81
2019,2,Raval Roig,Q9066754,6,84,2.7,1.5,450,733,1200,8.7,237
2019,2,San Agustín (Alicante),Q9073289,5,75,2.8,1.4,400,530,600,7,68
2019,2,San Antón,Q2917775,6,58,1.7,1,490,559,600,9.7,49
2019,2,San Blas-Santo Domingo,Q4897331,52,97,2.9,1.5,450,616,800,6.3,98
2019,2,San Fernando-Princesa Mercedes,Q6118706,20,87,2.8,1.3,400,555,750,6.4,107
2019,2,San Gabriel National Forest,Q7414207,13,110,2.8,1.8,400,662,900,6,120
2019,2,Lo Morant-San Nicolás de Bari,Q5852070,2,96,3,2,390,435,480,4.6,45
2019,2,Sidi Ifni-Nuevo Alicante,Q6127455,2,72,3,1,390,408,425,5.7,18
2019,2,Tómbola,Q6154605,3,87,3.3,1.3,450,500,550,5.8,41
2019,2,Urbanova,Q125359431,4,93,2.5,1.8,550,638,850,6.8,124
2019,2,Villafranqueza,Q9094009,5,80,2.6,1.4,400,540,800,6.7,139
2019,2,Virgen del Remedio,Q6163619,9,78,2.9,1.1,300,389,450,5,44
2019,2,Vistahermosa,Q6163998,9,113,2.4,1.8,450,800,1100,7.1,201
2019,3,Agua Amarga,Q28121278,7,93,2.9,1.9,600,831,900,9,107
2019,3,Alipark,Q8195638,10,93,2.9,1.3,450,610,800,6.6,118
2019,3,Altozano-Conde Lumiares,Q5855261,18,91,2.7,1.3,350,558,700,6.1,84
2019,3,Benalua,Q8246192,57,91,2.8,1.4,380,616,1000,6.8,146
2019,3,Benissa,Q1649406,2,93,3,2,650,700,750,7.5,50
2019,3,Cabo de las Huertas,Q8254541,87,89,2.3,1.6,520,799,1300,9,161
2019,3,Campoamor,Q8261229,52,90,2.8,1.5,400,551,700,6.1,74
2019,3,Carolinas Altas,Q5199022,55,80,2.6,1.2,400,499,650,6.2,73
2019,3,Carolinas Bajas,Q8339426,58,72,2.3,1.2,400,529,725,7.3,76
2019,3,Old town-Santa Cruz,Q8341907,23,77,2.2,1.4,430,678,1200,8.8,202
2019,3,Old town-Santa Cruz,Q8341907,85,92,2.4,1.5,360,773,1300,8.4,210
2019,3,Asis,Q5770765,15,90,2.8,1.5,400,557,700,6.2,93
2019,3,garden city,Q660088,2,90,3,1.5,400,475,550,5.3,75
2019,3,El Palmeral-Urbanova-Tabarca,Q5669909,10,91,2.3,1.6,450,742,1200,8.2,238
2019,3,Ensanche Diputación,Q5834070,195,99,2.8,1.6,390,764,1300,7.7,185
2019,3,Florida Alta,Q5863207,11,86,2.8,1,425,489,700,5.7,74
2019,3,Florida Baixa,Q5555553,10,80,2.4,1.2,400,517,700,6.5,83
2019,3,Garbinet,Q8963455,9,107,2.7,1.9,500,644,750,6,68
2019,3,Garbinet,Q8963455,22,122,3,1.9,590,773,950,6.4,109
2019,3,Gran Via Sur,Q6082182,10,119,3,2,650,753,850,6.3,64
2019,3,Joan XXIII,Q5952905,4,72,2.8,1.8,420,495,600,6.9,67
2019,3,l'Albufereta,Q11482271,85,82,2,1.4,350,697,1100,8.5,137
2019,3,Els Àngels,Q9024383,20,89,3.1,1.4,380,529,675,5.9,65
2019,3,Mercado,Q3117833,90,94,2.6,1.5,390,685,1000,7.3,131
2019,3,international peace,Q114246474,15,108,2.8,1.9,580,815,1050,7.6,127
2019,3,Plaza Juan Pablo II,Q136523625,12,114,2.9,2,550,724,900,6.3,90
2019,3,Pla del Bon Repòs,Q9060237,69,80,2.5,1.1,400,532,670,6.6,63
2019,3,San Juan Playa,Q9060728,230,92,2.4,1.7,375,827,1300,9,220
2019,3,Polígono Babel,Q18005830,30,116,3.1,1.8,450,706,870,6.1,108
2019,3,Polígono San Blas,Q9061569,25,105,3.3,1.8,420,691,900,6.6,134
2019,3,opening hours,Q99518990,5,115,3,1.8,490,608,700,5.3,83
2019,3,Raval Roig,Q9066754,31,89,2.6,1.4,400,675,1000,7.6,127
2019,3,San Agustín (Alicante),Q9073289,3,102,2.7,1.7,500,583,700,5.7,85
2019,3,San Antón,Q2917775,12,89,2.4,1.5,395,618,800,6.9,104
2019,3,San Blas-Santo Domingo,Q4897331,66,87,2.9,1.3,350,610,875,7.1,118
2019,3,San Fernando-Princesa Mercedes,Q6118706,23,84,2.6,1.1,425,553,750,6.6,102
2019,3,San Gabriel National Forest,Q7414207,10,105,3.1,1.9,550,758,950,7.2,99
2019,3,Santa Faz,Q10879280,2,100,3,2,600,625,650,6.3,25
2019,3,Sidi Ifni-Nuevo Alicante,Q6127455,4,86,3,1.3,390,515,800,6,166
2019,3,Tómbola,Q6154605,2,82,2,1,550,563,575,6.9,13
2019,3,Urbanova,Q125359431,26,79,1.9,1.3,425,571,850,7.3,129
2019,3,Villafranqueza,Q9094009,15,97,3.2,1.5,419,571,750,5.9,92
2019,3,Virgen del Remedio,Q6163619,9,77,3.1,1.1,370,408,550,5.3,53
2019,3,Vistahermosa,Q6163998,12,98,2.4,1.8,500,873,1150,8.9,184
2019,4,Agua Amarga,Q28121278,3,88,2.3,1.7,500,647,790,118.4,7
2019,4,Alipark,Q8195638,26,99,2.9,1.5,400,679,950,157.9,7
2019,4,Altozano-Conde Lumiares,Q5855261,40,97,2.8,1.5,390,580,750,94.1,6
2019,4,Benalua,Q8246192,57,93,2.7,1.5,380,628,900,136.8,7
2019,4,Benissa,Q1649406,9,100,2.8,1.9,475,648,800,107.9,6
2019,4,Cabo de las Huertas,Q8254541,58,89,2.4,1.5,450,742,1200,138.8,8
2019,4,Campoamor,Q8261229,46,89,2.7,1.3,420,576,750,87.6,6
2019,4,Carolinas Altas,Q5199022,49,80,2.6,1.2,400,519,650,64.4,7
2019,4,Carolinas Bajas,Q8339426,56,80,2.4,1.3,390,548,750,97.6,7
2019,4,Old town-Santa Cruz,Q8341907,40,77,1.8,1.4,440,662,1200,171.3,9
2019,4,Old town-Santa Cruz,Q8341907,75,98,2.4,1.6,400,806,1250,201.5,8
2019,4,Asis,Q5770765,20,88,2.9,1.4,450,567,680,59.8,6
2019,4,Colonia Requena,Q5777835,4,66,3,1,250,328,360,44.9,5
2019,4,El Palmeral-Urbanova-Tabarca,Q5669909,12,114,3.2,2,575,838,1200,199.7,7
2019,4,Ensanche Diputación,Q5834070,161,104,2.7,1.6,450,809,1200,174.9,8
2019,4,Florida Alta,Q5863207,16,85,2.6,1.3,450,510,600,49.8,6
2019,4,Florida Baixa,Q5555553,17,77,2.2,1.2,400,545,650,81.8,7
2019,4,Garbinet,Q8963455,2,80,2,1.5,575,663,750,87.5,8
2019,4,Garbinet,Q8963455,34,97,2.5,1.8,575,731,900,69.7,8
2019,4,Gran Via Sur,Q6082182,16,107,2.7,1.8,625,718,850,75.9,7
2019,4,Joan XXIII,Q5952905,10,81,2.6,1.4,320,438,600,91.2,5
2019,4,Joan XXIII,Q5952905,7,82,3.4,1.4,400,443,500,41.6,5
2019,4,l'Albufereta,Q11482271,71,77,2,1.3,350,663,1000,155.1,9
2019,4,La Goteta,Q28502683,2,73,2,1,480,555,630,75,8
2019,4,Els Àngels,Q9024383,38,83,2.4,1.3,375,531,700,91.8,6
2019,4,Mercado,Q3117833,50,99,2.7,1.4,450,697,960,126.9,7
2019,4,international peace,Q114246474,13,105,2.5,1.9,600,757,890,76.8,7
2019,4,Plaza Juan Pablo II,Q136523625,14,108,2.5,2,550,744,890,105.5,7
2019,4,Pla del Bon Repòs,Q9060237,58,78,2.5,1.2,400,563,700,72.7,7
2019,4,San Juan Playa,Q9060728,217,90,2.2,1.6,500,833,1200,163.9,9
2019,4,Polígono Babel,Q18005830,53,101,2.9,1.8,500,662,850,84.7,7
2019,4,Polígono San Blas,Q9061569,28,98,2.9,1.7,425,651,850,117.4,7
2019,4,Raval Roig,Q9066754,13,93,2.5,1.5,600,748,900,79.7,8
2019,4,San Agustín (Alicante),Q9073289,5,102,2.6,1.6,470,598,750,127.5,6
2019,4,San Antón,Q2917775,24,75,2.1,1.2,390,564,760,103.9,7
2019,4,San Blas-Santo Domingo,Q4897331,62,83,2.6,1.4,420,581,800,94.1,7
2019,4,San Agustín (Alicante),Q9073289,2,71,2.5,1.5,320,398,475,77.5,6
2019,4,San Fernando-Princesa Mercedes,Q6118706,23,77,2.7,1.1,390,494,650,60.2,6
2019,4,San Gabriel National Forest,Q7414207,12,90,2.3,1.4,400,606,850,122.5,7
2019,4,Sidi Ifni-Nuevo Alicante,Q6127455,6,78,3,1.2,440,523,650,76.7,7
2019,4,Tómbola,Q6154605,5,76,2.6,1.2,370,464,550,59.9,6
2019,4,Urbanova,Q125359431,13,83,2,1.4,400,570,750,98.8,7
2019,4,Villafranqueza,Q9094009,9,76,2.7,1.3,400,492,600,78,6
2019,4,Virgen del Remedio,Q6163619,11,82,2.5,1.2,300,405,550,69.1,5
2019,4,Vistahermosa,Q6163998,22,106,2.4,1.5,450,788,1350,281.2,7
2020,1,Agua Amarga,Q28121278,6,110,2.8,1.8,500,683,900,165,6
2020,1,Alipark,Q8195638,12,89,2.9,1.5,410,622,750,88,7
2020,1,Altozano-Conde Lumiares,Q5855261,15,80,2.5,1.3,430,549,650,64.1,7
2020,1,Benalua,Q8246192,61,94,2.6,1.6,400,607,850,115.3,6
2020,1,Benissa,Q1649406,2,103,3,2,600,675,750,75,7
2020,1,Cabo de las Huertas,Q8254541,86,85,2,1.4,500,768,1150,148.4,9
2020,1,Campoamor,Q8261229,32,90,2.7,1.4,450,586,790,87.5,6
2020,1,Carolinas Altas,Q5199022,46,86,2.5,1.2,400,546,700,91.2,6
2020,1,Carolinas Bajas,Q8339426,36,71,2.1,1.1,380,519,680,74,7
2020,1,Old town-Santa Cruz,Q8341907,25,65,1.8,1.2,450,636,1100,160.1,10
2020,1,Old town-Santa Cruz,Q8341907,105,90,2.2,1.5,390,752,1200,166.8,8
2020,1,Asis,Q5770765,12,98,2.7,1.2,400,526,615,56.8,5
2020,1,El Palmeral-Urbanova-Tabarca,Q5669909,4,113,2.8,2,550,638,800,96,6
2020,1,Ensanche Diputación,Q5834070,114,103,2.8,1.6,450,806,1200,167.6,8
2020,1,Florida Alta,Q5863207,19,84,2.5,1.2,415,479,560,45.3,6
2020,1,Florida Baixa,Q5555553,16,92,2.8,1.6,475,578,650,71.7,6
2020,1,Garbinet,Q8963455,7,90,2.3,1.4,420,631,850,125.6,7
2020,1,Garbinet,Q8963455,46,98,2.6,1.9,600,739,890,60,8
2020,1,Gran Via Sur,Q6082182,16,116,2.8,1.9,600,700,775,57.3,6
2020,1,Joan XXIII,Q5952905,6,83,2.5,1,450,550,600,57.7,7
2020,1,l'Albufereta,Q11482271,51,75,1.8,1.4,350,630,990,160.7,8
2020,1,Els Àngels,Q9024383,27,85,2.7,1.5,350,561,700,107.1,7
2020,1,Mercado,Q3117833,55,92,2.6,1.5,450,693,900,123.5,8
2020,1,Tombola,Q28712031,3,80,2.3,1,380,500,560,84.9,6
2020,1,international peace,Q114246474,13,142,3.3,2,775,855,1000,94.2,6
2020,1,Plaza Juan Pablo II,Q136523625,12,108,2.8,1.9,453,763,1100,195.5,7
2020,1,Pla del Bon Repòs,Q9060237,56,75,2.4,1.2,345,536,700,82.9,7
2020,1,San Juan Playa,Q9060728,172,91,2.1,1.6,450,819,1200,178.7,9
2020,1,Polígono Babel,Q18005830,31,105,2.8,1.7,530,687,800,65.7,7
